base_date,emd_cd,m10_resd_pop,m10_work_pop,m10_visit_pop
2018-01-31,2018-01-31,50110250,687911.8365000001,73057.49239999992,468148.4887999996
2018-02-28,2018-02-28,50110250,646213.3883000006,23273.578799999977,230515.2714000001
2018-03-31,2018-03-31,50110250,647982.2976000003,23978.697200000006,523246.50660000014
2018-04-30,2018-04-30,50110250,636025.4793000001,156502.79429999995,494044.73940000014
2018-05-31,2018-05-31,50110250,662344.0523999989,165182.6086000002,613004.9843999998
2018-06-30,2018-06-30,50110250,660896.7627000001,174074.02349999986,452979.0740000001
2018-07-31,2018-07-31,50110250,704005.7451000001,133012.62309999982,452535.76549999986
2018-08-31,2018-08-31,50110250,711322.3000999992,80954.46290000012,504882.2033000001
2018-09-30,2018-09-30,50110250,693563.0025000003,104540.89610000023,407800.34320000047
2018-10-31,2018-10-31,50110250,706237.5175999996,142672.6520000004,482373.89360000007
2018-11-30,2018-11-30,50110250,692078.6799000001,141045.7410000001,311968.10400000046
2018-12-31,2018-12-31,50110250,747301.9513999996,109014.42940000005,243301.1800999997
2019-01-31,2019-01-31,50110250,730280.2921000004,47032.815800000026,336618.79919999966
2019-02-28,2019-02-28,50110250,685204.4983000004,21188.843000000026,303250.38909999974
2019-03-31,2019-03-31,50110250,702802.9397999995,29177.95390000003,466753.970200001
2019-04-30,2019-04-30,50110250,667188.9541999997,188858.29500000004,423157.7655000002
2019-05-31,2019-05-31,50110250,723498.2228999995,200060.10569999996,572914.0337999996
2019-06-30,2019-06-30,50110250,717038.6841000003,200760.97939999998,297776.2731999995
2019-07-31,2019-07-31,50110250,760793.0482000004,151062.35239999983,358236.79869999975
2019-08-31,2019-08-31,50110250,771070.9988000005,98147.58510000008,450802.61409999954
2019-09-30,2019-09-30,50110250,731041.2149000001,139302.87890000016,346333.4929
2019-10-31,2019-10-31,50110250,731385.8260999996,164961.17099999965,389979.45890000055
2019-11-30,2019-11-30,50110250,718225.1931000003,180941.46310000002,227324.1033000001
2019-12-31,2019-12-31,50110250,768052.4835999997,119840.96339999992,198897.1616
2020-01-31,2020-01-31,50110250,731303.3183000003,52558.969299999924,393752.64460000006
2020-02-29,2020-02-29,50110250,737146.0145999998,25378.6638,186730.04109999968
2020-03-31,2020-03-31,50110250,804087.4557000003,8787.478099999984,156512.75359999997
2020-04-30,2020-04-30,50110250,782436.7482000006,16334.960700000009,119564.89969999995
2020-05-31,2020-05-31,50110250,785369.3424000007,13136.886299999995,217075.0344000001
2020-06-30,2020-06-30,50110250,737992.6207999989,45360.8205999999,374394.8256999993
2020-07-31,2020-07-31,50110250,767022.5996000003,206311.94840000014,191773.6910000001
2020-08-31,2020-08-31,50110250,755520.0426000003,120689.21129999997,376931.44239999977
2020-09-30,2020-09-30,50110250,766387.2168000008,96504.84010000009,204439.25569999995
2020-10-31,2020-10-31,50110250,779522.9466999987,111366.96689999991,250088.63509999998
2020-11-30,2020-11-30,50110250,749769.2243999992,169675.7986999998,193348.4037999998
2020-12-31,2020-12-31,50110250,788117.1627,109377.02499999998,144750.95269999994
2021-01-31,2021-01-31,50110250,797579.8903000002,34861.33790000003,209949.72640000007
