base_date,emd_cd,m60_resd_pop,m60_work_pop,m60_visit_pop
2018-01-31,2018-01-31,50110250,868909.8473999994,51784.63229999999,336561.23470000096
2018-02-28,2018-02-28,50110250,773362.0961000005,45374.72199999994,266525.78239999997
2018-03-31,2018-03-31,50110250,852268.0145000006,48442.66760000015,400619.5216999997
2018-04-30,2018-04-30,50110250,812183.3201000011,64236.6519,429508.97230000026
2018-05-31,2018-05-31,50110250,857207.4420000009,49834.134400000024,396755.5776
2018-06-30,2018-06-30,50110250,871024.6924000003,51030.95609999994,396899.5846999999
2018-07-31,2018-07-31,50110250,945239.7735000007,66575.31909999989,385709.45630000037
2018-08-31,2018-08-31,50110250,970803.6713999996,49731.62439999996,421423.95800000086
2018-09-30,2018-09-30,50110250,912455.2035000012,57300.48590000004,389571.75250000105
2018-10-31,2018-10-31,50110250,911805.1347999987,51828.0422,417839.50459999964
2018-11-30,2018-11-30,50110250,894437.8164000002,75252.66680000005,371370.5986000004
2018-12-31,2018-12-31,50110250,938628.4311999991,53070.96229999995,324118.12959999935
2019-01-31,2019-01-31,50110250,978458.118,60489.6530000001,364029.84279999987
2019-02-28,2019-02-28,50110250,882846.5953999993,52877.940000000075,287009.69609999954
2019-03-31,2019-03-31,50110250,957427.2274999995,62807.763699999974,409741.1929000002
2019-04-30,2019-04-30,50110250,947651.2911000008,61606.95619999996,426379.2740000007
2019-05-31,2019-05-31,50110250,971919.812699999,71091.93420000002,413483.36459999974
2019-06-30,2019-06-30,50110250,945763.6178999994,77631.87109999983,397358.6576999998
2019-07-31,2019-07-31,50110250,1034570.6005000015,70660.7577,384547.47479999973
2019-08-31,2019-08-31,50110250,1016758.5016000002,74709.28359999998,409759.09279999975
2019-09-30,2019-09-30,50110250,974779.2335999995,66968.95900000013,361267.01919999986
2019-10-31,2019-10-31,50110250,1008711.2708,74321.5161,436525.6355000003
2019-11-30,2019-11-30,50110250,980328.3346000013,64510.8733,412777.57159999973
2019-12-31,2019-12-31,50110250,1042920.1449000007,54769.147399999936,356647.7173000001
2020-01-31,2020-01-31,50110250,1039687.8887999983,63895.71059999994,345317.51469999994
2020-02-29,2020-02-29,50110250,982901.270100001,68664.78580000007,329660.29779999977
2020-03-31,2020-03-31,50110250,1081765.2650000006,66324.8183,374835.43579999974
2020-04-30,2020-04-30,50110250,1060843.1987999994,81759.71050000002,343018.26779999945
2020-05-31,2020-05-31,50110250,1097782.037699999,77934.09229999995,355228.81240000017
2020-06-30,2020-06-30,50110250,1063064.0951000003,86958.88570000009,375540.30920000037
2020-07-31,2020-07-31,50110250,1090646.2114000001,97402.06380000005,389675.07440000045
2020-08-31,2020-08-31,50110250,1104404.1753000007,99667.52860000027,408835.71219999995
2020-09-30,2020-09-30,50110250,1082997.6049,81966.0987000001,376527.2323
2020-10-31,2020-10-31,50110250,1095883.2273,107047.11559999992,440663.3199000002
2020-11-30,2020-11-30,50110250,1068633.6043000012,98038.95189999997,454622.6184000003
2020-12-31,2020-12-31,50110250,1146501.0765000002,87885.70700000004,363716.9725
2021-01-31,2021-01-31,50110250,1196381.8916000004,79448.56450000005,328384.41090000025
2021-02-28,2021-02-28,50110250,1041744.6765000002,74112.23270000002,342075.6526999995
2021-03-31,2021-03-31,50110250,1118401.7637999984,92175.97789999994,461679.6996999997
2021-04-30,2021-04-30,50110250,1076592.1636999997,99714.43630000002,499184.2396000006
2021-05-31,2021-05-31,50110250,1120998.2271999996,95402.2376,530254.2563999997
2021-06-30,2021-06-30,50110250,1095014.3989,90275.0660999999,461856.06219999964
2018-01-31,2018-01-31,50110253,1277102.4463000007,115926.89589999996,720578.9487999999
2018-02-28,2018-02-28,50110253,1135177.2766,84262.99600000007,618183.8788000012
2018-03-31,2018-03-31,50110253,1220242.0996,126693.04909999992,934576.7181000003
2018-04-30,2018-04-30,50110253,1206248.8408999988,138396.06409999973,954426.4671000009
2018-05-31,2018-05-31,50110253,1224094.9566999997,157514.32459999976,863292.9535000008
2018-06-30,2018-06-30,50110253,1197062.844300001,143883.764,827670.7662000015
2018-07-31,2018-07-31,50110253,1256828.0759,125447.03740000007,853810.1968999993
2018-08-31,2018-08-31,50110253,1255398.259900002,143147.97459999972,894494.2147999996
2018-09-30,2018-09-30,50110253,1225375.0559999996,128908.92339999985,836403.8424999993
2018-10-31,2018-10-31,50110253,1209062.8669000017,128098.28400000012,912181.8778999995
2018-11-30,2018-11-30,50110253,1163533.7773000002,144067.1180000001,912743.1398999991
2018-12-31,2018-12-31,50110253,1215602.9151000024,125264.54219999985,802932.9914
2019-01-31,2019-01-31,50110253,1307264.2191,147408.6153999998,838429.9987000005
2019-02-28,2019-02-28,50110253,1132569.5815,125720.65230000019,708016.1404000013
2019-03-31,2019-03-31,50110253,1245959.611099999,136727.51219999982,1003611.329299999
2019-04-30,2019-04-30,50110253,1215896.9598999992,138671.0175000001,982387.2988999995
2019-05-31,2019-05-31,50110253,1235356.6541999986,160559.9351000002,954031.2446000001
2019-06-30,2019-06-30,50110253,1178066.5949999995,141262.98839999994,915195.9609999999
2019-07-31,2019-07-31,50110253,1269579.633299999,135684.77660000024,877713.1939999993
2019-08-31,2019-08-31,50110253,1299842.4861000022,133324.57019999996,955992.5462000008
2019-09-30,2019-09-30,50110253,1228716.6367000006,117716.05240000006,829237.7084999994
2019-10-31,2019-10-31,50110253,1246922.559000002,145715.83930000025,977491.9962000008
2019-11-30,2019-11-30,50110253,1211315.7539,142410.48489999986,953302.5970000016
2019-12-31,2019-12-31,50110253,1251863.3100999987,153378.1528,898696.2363000006
2020-01-31,2020-01-31,50110253,1309308.2752000005,144161.7608999999,882816.6745999999
2020-02-29,2020-02-29,50110253,1308480.9982000012,151001.80200000008,739309.3877999989
2020-03-31,2020-03-31,50110253,1466585.2423000003,151786.89140000023,740617.2533999988
2020-04-30,2020-04-30,50110253,1402835.1212000016,137828.75840000002,770688.7191000002
2020-05-31,2020-05-31,50110253,1438267.8343000007,138573.56079999995,861913.0675000014
2020-06-30,2020-06-30,50110253,1407656.4318000004,131591.29269999993,843840.5654999991
2020-07-31,2020-07-31,50110253,1462295.3167999985,128422.1711,885019.9990999998
2020-08-31,2020-08-31,50110253,1510741.9778999991,152267.82060000006,956959.1237000003
2020-09-30,2020-09-30,50110253,1459681.7475000028,138925.9721000001,882392.0067000001
2020-10-31,2020-10-31,50110253,1535007.5807000007,135137.26490000007,1119120.0814999987
2020-11-30,2020-11-30,50110253,1517857.3656000013,138151.80140000005,1143441.2977000005
2020-12-31,2020-12-31,50110253,1654236.1697000011,173738.09660000005,916049.0162000008
2021-01-31,2021-01-31,50110253,1709322.2709999986,150589.3244000003,829506.8060000001
2021-02-28,2021-02-28,50110253,1480419.5422999996,138726.24779999998,845536.4252000002
2021-03-31,2021-03-31,50110253,1635812.9647000008,157067.63749999995,1153789.0832999996
2021-04-30,2021-04-30,50110253,1629050.1415000034,161588.81160000002,1138162.5850999989
2021-05-31,2021-05-31,50110253,1686216.1737000009,175554.65059999994,1181319.5935000011
2021-06-30,2021-06-30,50110253,1654154.4494999999,165856.20779999992,1103989.4069999985
2018-01-31,2018-01-31,50110256,512371.6669000005,24811.458900000016,230656.45339999982
2018-02-28,2018-02-28,50110256,437998.0266000003,15119.365300000003,199478.8657999997
2018-03-31,2018-03-31,50110256,476125.51690000045,29764.407300000046,311478.2420000003
2018-04-30,2018-04-30,50110256,475807.9885999995,30090.592999999986,388386.1174999997
2018-05-31,2018-05-31,50110256,522400.452,44024.94000000011,305999.2950999996
2018-06-30,2018-06-30,50110256,514649.19599999976,29784.31109999998,314414.84340000054
2018-07-31,2018-07-31,50110256,552523.2262999994,27616.033499999954,323356.5759
2018-08-31,2018-08-31,50110256,568233.8591999998,34304.63040000002,338451.10900000064
2018-09-30,2018-09-30,50110256,536105.0738000004,29617.950900000007,298125.6653999995
2018-10-31,2018-10-31,50110256,539061.7413,44109.65589999999,336324.4755999994
2018-11-30,2018-11-30,50110256,552104.5634999997,43625.55990000011,292219.1178000001
2018-12-31,2018-12-31,50110256,580265.4064999998,50415.998499999965,239698.82839999977
2019-01-31,2019-01-31,50110256,613120.5298000004,46531.21410000001,280016.79449999984
2019-02-28,2019-02-28,50110256,544761.2776000005,28325.582900000005,244611.60510000007
2019-03-31,2019-03-31,50110256,620890.6042999999,41177.6733,340544.72839999944
2019-04-30,2019-04-30,50110256,588170.8444,54685.01760000004,371953.7010000003
2019-05-31,2019-05-31,50110256,616627.9441000005,54505.63290000004,337276.6451
2019-06-30,2019-06-30,50110256,609703.8580000009,39694.943300000006,326387.8594999998
2019-07-31,2019-07-31,50110256,624228.7554999999,54097.61480000006,296734.67400000006
2019-08-31,2019-08-31,50110256,624679.5749999998,39544.628000000055,361804.9786999999
2019-09-30,2019-09-30,50110256,581635.9776999996,52971.60310000003,289804.9612999999
2019-10-31,2019-10-31,50110256,622038.7530999997,45221.99780000005,333072.7907999999
2019-11-30,2019-11-30,50110256,591000.9774000001,42551.121100000004,300222.5943999998
