base_date,emd_cd,m0_resd_pop,m0_work_pop,m0_visit_pop
2018-01-31,2018-01-31,50110250,572581.4505999999,62423.75409999997,393362.5691000004
2018-02-28,2018-02-28,50110250,537873.8652999992,19693.18369999999,193860.0805
2018-03-31,2018-03-31,50110250,539346.2105000005,20284.646600000007,442772.40319999936
2018-04-30,2018-04-30,50110250,529393.9886999998,133791.01859999986,415057.4474000008
2018-05-31,2018-05-31,50110250,551300.1780999998,141124.4851999999,514091.80869999994
2018-06-30,2018-06-30,50110250,550095.5302000005,148755.82739999992,380429.7006000003
2018-07-31,2018-07-31,50110250,585977.1691000003,113759.82260000003,380271.75020000065
2018-08-31,2018-08-31,50110250,592067.0823000002,68928.09369999998,425411.88149999996
2018-09-30,2018-09-30,50110250,577285.1831999999,89187.1583999998,344755.8970999996
2018-10-31,2018-10-31,50110250,587834.7772999997,121820.6087,406114.4362999996
2018-11-30,2018-11-30,50110250,576049.7113000003,120493.18759999998,263361.21239999996
2018-12-31,2018-12-31,50110250,622014.6419,93110.87870000013,205579.46799999996
2019-01-31,2019-01-31,50110250,607846.7132000001,40106.692299999944,282623.5745000004
2019-02-28,2019-02-28,50110250,570328.0045999998,18077.947300000014,254677.90899999993
2019-03-31,2019-03-31,50110250,584976.0170999997,24646.315899999994,395346.03409999976
2019-04-30,2019-04-30,50110250,555332.8177999996,161307.84120000017,355855.9355999999
2019-05-31,2019-05-31,50110250,602201.6746999993,170815.40629999994,480599.6005999991
2019-06-30,2019-06-30,50110250,596825.0969000004,171401.1838999998,250604.4513
2019-07-31,2019-07-31,50110250,633243.9174000002,129004.20799999998,301117.10699999944
2019-08-31,2019-08-31,50110250,641798.7407,83726.33520000002,379829.6708000004
2019-09-30,2019-09-30,50110250,608480.0641999993,118885.38689999994,292369.35499999934
2019-10-31,2019-10-31,50110250,608766.9001999998,140716.80470000015,327672.7240000004
2019-11-30,2019-11-30,50110250,616972.3817999988,156273.79830000017,193941.58609999996
2019-12-31,2019-12-31,50110250,659775.2002999992,103531.34060000001,169572.19479999985
2020-01-31,2020-01-31,50110250,628206.8005000001,45184.549199999994,333904.9110999999
2020-02-29,2020-02-29,50110250,633225.8135999992,21643.64459999998,158869.0227999999
2020-03-31,2020-03-31,50110250,690730.090900001,7606.421700000002,133331.0505000002
2020-04-30,2020-04-30,50110250,672131.6220999998,13845.040499999988,102182.96359999989
2020-05-31,2020-05-31,50110250,674650.7913000011,11106.725799999986,185555.79659999997
2020-06-30,2020-06-30,50110250,633953.0691999994,39048.59580000001,322074.1165000007
2020-07-31,2020-07-31,50110250,658890.5049999997,177895.32539999983,163250.01529999988
2020-08-31,2020-08-31,50110250,649009.5370999994,104041.02649999988,320358.6302999996
2020-09-30,2020-09-30,50110250,658344.6971000006,83347.88819999994,175471.2226
2020-10-31,2020-10-31,50110250,669628.5990000002,95985.9800999999,214862.50619999986
2020-11-30,2020-11-30,50110250,644069.4488999994,146517.67859999996,165389.9888000001
2020-12-31,2020-12-31,50110250,677011.2323999996,94214.9203999999,123706.62019999998
2021-01-31,2021-01-31,50110250,685139.9377000005,29877.8044,178395.5352
2021-02-28,2021-02-28,50110250,610095.1577000002,16438.469,214835.75890000004
2021-03-31,2021-03-31,50110250,644179.3502000003,26354.757799999938,313504.38169999974
2021-04-30,2021-04-30,50110250,640764.3930000007,181850.1149,149300.89409999974
2021-05-31,2021-05-31,50110250,650066.4341000008,107476.17420000005,179103.7975999998
2021-06-30,2021-06-30,50110250,640555.6409000001,96647.24399999995,247094.1997000002
2018-01-31,2018-01-31,50110253,1167864.0085000012,43228.59690000008,713485.6037000008
2018-02-28,2018-02-28,50110253,1113027.9385000009,30066.592399999958,542043.8989000003
2018-03-31,2018-03-31,50110253,1090676.6570000006,44027.41599999995,644299.4182000012
2018-04-30,2018-04-30,50110253,1115171.2963999996,70375.7248000001,591308.1784000004
2018-05-31,2018-05-31,50110253,1115833.1888000001,71223.91299999993,756600.0138000008
2018-06-30,2018-06-30,50110253,1067953.4643000003,65769.89319999992,553145.3650000005
2018-07-31,2018-07-31,50110253,1086340.3309999995,69215.41660000008,719230.4794000003
2018-08-31,2018-08-31,50110253,1118896.6481000015,58851.53219999996,816185.0901000018
2018-09-30,2018-09-30,50110253,1061303.9818999993,43526.57740000006,596160.5874000001
