base_date,emd_cd,f50_resd_pop,f50_work_pop,f50_visit_pop
2018-01-31,2018-01-31,50110250,1039164.5675999995,77100.96220000001,411149.5361999999
2018-02-28,2018-02-28,50110250,927806.5599000006,66973.1757,303798.05019999965
2018-03-31,2018-03-31,50110250,1017976.8706,66292.13680000008,483669.2458999998
2018-04-30,2018-04-30,50110250,988875.0020000001,77352.34440000006,526579.430199999
2018-05-31,2018-05-31,50110250,986259.5227000008,97933.9595999999,465275.62930000084
2018-06-30,2018-06-30,50110250,971534.5186999983,78815.82349999998,440917.12190000014
2018-07-31,2018-07-31,50110250,1019871.027100001,87391.31599999996,414869.7260999997
2018-08-31,2018-08-31,50110250,1034082.3610999995,83013.27110000011,443910.78360000055
2018-09-30,2018-09-30,50110250,990482.4601999999,72187.06520000006,424368.9104999991
2018-10-31,2018-10-31,50110250,1022832.0651999994,97775.73239999992,466424.2822999993
2018-11-30,2018-11-30,50110250,991986.7343000001,88302.51449999992,417841.2773999992
2018-12-31,2018-12-31,50110250,994436.3432999994,91193.7577000001,370360.0744999997
2019-01-31,2019-01-31,50110250,1025443.9471999999,83391.54990000006,421641.6878000001
2019-02-28,2019-02-28,50110250,961195.1230000001,67697.42519999997,368222.6545000005
2019-03-31,2019-03-31,50110250,1059679.2614,76534.82019999994,490380.4088000008
2019-04-30,2019-04-30,50110250,1003212.1728000004,84860.13060000022,520823.22809999983
2019-05-31,2019-05-31,50110250,1041554.8587999999,99603.58869999979,452571.29499999975
2019-06-30,2019-06-30,50110250,1024853.5750999997,90464.42230000011,431051.91200000024
2019-07-31,2019-07-31,50110250,1088747.6138,91235.99239999987,425989.0012000002
2019-08-31,2019-08-31,50110250,1089105.9967000003,100696.99780000004,475896.8258000002
2019-09-30,2019-09-30,50110250,1047215.6805999986,86201.86419999997,397767.2519999999
2019-10-31,2019-10-31,50110250,1070479.4499999997,91740.18039999982,500557.92629999993
2019-11-30,2019-11-30,50110250,1023078.0016000001,112274.26299999992,446152.2884999998
2019-12-31,2019-12-31,50110250,1075018.5511000003,96203.76589999991,408555.1722
2020-01-31,2020-01-31,50110250,1056401.8718,98250.2437999999,432044.5467
2020-02-29,2020-02-29,50110250,1029124.8440999996,80818.10559999992,323920.95290000015
2020-03-31,2020-03-31,50110250,1156230.2341000005,91495.1398000001,363451.7860999991
2020-04-30,2020-04-30,50110250,1086810.5252,97695.08109999998,338604.7402999995
2020-05-31,2020-05-31,50110250,1096034.023500001,98911.61789999987,420898.90710000054
2020-06-30,2020-06-30,50110250,1077954.4731,106445.34869999984,422873.61539999966
2020-07-31,2020-07-31,50110250,1143322.0685999994,116052.81720000009,400670.8341000003
2020-08-31,2020-08-31,50110250,1165765.2154999985,96655.02280000006,459602.48899999994
2020-09-30,2020-09-30,50110250,1143122.3804000004,80249.39300000001,365712.2583999995
2020-10-31,2020-10-31,50110250,1168003.8676999996,90701.66149999997,521855.83119999984
2020-11-30,2020-11-30,50110250,1129046.1980000015,94862.73199999987,518720.31049999956
2020-12-31,2020-12-31,50110250,1196531.873299999,98882.1192000001,361794.9635
2021-01-31,2021-01-31,50110250,1209784.8947000003,84070.27240000009,346214.5161
2021-02-28,2021-02-28,50110250,1107193.4542000003,69555.76740000003,388140.5954000002
2021-03-31,2021-03-31,50110250,1208191.4239000008,91301.62389999998,483569.0863999996
2021-04-30,2021-04-30,50110250,1158785.8904999997,89904.94339999995,613221.6777999998
2021-05-31,2021-05-31,50110250,1225973.4709000012,95016.66670000018,543559.6534000011
2021-06-30,2021-06-30,50110250,1196424.0831000002,89147.94209999994,535257.0727000006
2018-01-31,2018-01-31,50110253,1840873.2038999996,173311.56790000017,1054857.0167999994
2018-02-28,2018-02-28,50110253,1707829.0936999996,136641.87610000017,850625.8429000007
2018-03-31,2018-03-31,50110253,1917017.2137000002,171598.5540000002,1234722.8169999982
2018-04-30,2018-04-30,50110253,1856338.1494000007,200503.6431999999,1236060.1470000024
2018-05-31,2018-05-31,50110253,1862082.0961000004,196230.96079999994,1178108.0906999982
2018-06-30,2018-06-30,50110253,1788376.3443999975,203938.05729999978,1115919.0570999992
2018-07-31,2018-07-31,50110253,1870048.235400001,196173.94199999957,1067215.0497000013
2018-08-31,2018-08-31,50110253,1879654.4145999996,208039.53239999997,1133350.9656999998
2018-09-30,2018-09-30,50110253,1814402.4918999982,189378.00400000007,1039873.5848000005
2018-10-31,2018-10-31,50110253,1818660.2392999995,211966.99719999987,1173845.475500001
2018-11-30,2018-11-30,50110253,1751384.3727999995,227726.3868000001,1120905.9087000003
2018-12-31,2018-12-31,50110253,1855166.9462000008,216744.9675000001,999004.6615000018
2019-01-31,2019-01-31,50110253,1897035.7517000004,211635.76560000013,1060476.4225999992
2019-02-28,2019-02-28,50110253,1734379.4093999986,155893.87000000023,923556.2175000004
2019-03-31,2019-03-31,50110253,1892779.312099999,194891.8228000003,1280466.9995999988
2019-04-30,2019-04-30,50110253,1845352.679699999,239690.93639999966,1215249.570699998
2019-05-31,2019-05-31,50110253,1904160.0,236126.51379999996,1188342.3731999998
2019-06-30,2019-06-30,50110253,1876398.4480999992,204492.24599999987,1114303.6663999998
2019-07-31,2019-07-31,50110253,1973330.3881999978,218695.07840000032,1099081.0954000005
2019-08-31,2019-08-31,50110253,1980135.3252999966,205902.896,1175047.9073
2019-09-30,2019-09-30,50110253,1894469.8104,179449.30740000017,1034924.0681000007
2019-10-31,2019-10-31,50110253,1934701.1438999998,184441.20469999977,1267920.2486999987
2019-11-30,2019-11-30,50110253,1875224.6027000009,188921.08290000024,1217601.6075000002
2019-12-31,2019-12-31,50110253,1974978.2871,194908.14109999972,1080816.829500001
2020-01-31,2020-01-31,50110253,2017322.8626000003,187983.98439999993,1112778.0297000008
2020-02-29,2020-02-29,50110253,1938393.3104999964,169452.51889999985,833920.1180000013
2020-03-31,2020-03-31,50110253,2112387.0557999974,174968.96619999973,917229.5891000025
2020-04-30,2020-04-30,50110253,2014459.6096999985,158491.55099999986,942857.6577999996
2020-05-31,2020-05-31,50110253,2064403.945400001,191365.74390000003,1099522.3696999997
2020-06-30,2020-06-30,50110253,1985799.671900003,183927.79539999942,1064460.1964
2020-07-31,2020-07-31,50110253,2056500.4466000015,214899.68550000014,1044923.7059000003
2020-08-31,2020-08-31,50110253,2090172.650199999,214768.05959999998,1162234.9940000025
2020-09-30,2020-09-30,50110253,1980053.2604999987,208101.14289999995,970131.0305999998
2020-10-31,2020-10-31,50110253,2013616.559799997,211193.0364000002,1373449.9699999972
2020-11-30,2020-11-30,50110253,1975146.9143999987,205732.23219999985,1382755.5384000002
2020-12-31,2020-12-31,50110253,2152336.038800002,224542.89209999997,1011376.4260000003
2021-01-31,2021-01-31,50110253,2210903.362900001,187350.2258000001,952307.5352000013
2021-02-28,2021-02-28,50110253,1960044.6037000027,149028.38940000007,1039446.8715999989
2021-03-31,2021-03-31,50110253,2108434.3176000006,189850.66860000027,1364067.9497999987
2021-04-30,2021-04-30,50110253,2068586.657000001,231800.4549999995,1491405.0102000001
2021-05-31,2021-05-31,50110253,2176797.4869999997,219582.0904,1425327.1227000004
2021-06-30,2021-06-30,50110253,2120592.1941999975,221312.36239999998,1342586.5040999996
2018-01-31,2018-01-31,50110256,700532.2086000004,72434.83259999989,371010.3369999998
2018-02-28,2018-02-28,50110256,644715.5687000004,55081.25349999999,292021.98020000017
2018-03-31,2018-03-31,50110256,684923.0875000007,65299.6742,452031.02879999956
2018-04-30,2018-04-30,50110256,668610.8169999998,83195.25459999996,516083.27770000027
2018-05-31,2018-05-31,50110256,674504.485799998,78563.55189999992,467052.2354999995
2018-06-30,2018-06-30,50110256,664184.6100999989,87064.35510000006,413847.10199999943
2018-07-31,2018-07-31,50110256,692109.2260000001,81182.47260000005,394577.7525999996
2018-08-31,2018-08-31,50110256,714827.0126999994,74109.58350000015,428102.7917000002
2018-09-30,2018-09-30,50110256,671786.5637000011,65739.04979999998,401277.9217999993
2018-10-31,2018-10-31,50110256,675904.8809000007,88221.44199999988,424564.6211999996
2018-11-30,2018-11-30,50110256,647385.1092999999,84190.67659999989,374955.06420000026
2018-12-31,2018-12-31,50110256,674261.6264999997,78891.23309999997,337180.99629999977
2019-01-31,2019-01-31,50110256,689772.7468000001,74078.97450000001,358829.5586000001
2019-02-28,2019-02-28,50110256,618594.9938999999,51508.07660000006,352611.51059999975
2019-03-31,2019-03-31,50110256,674747.0559000003,70620.5641,449256.54599999986
2019-04-30,2019-04-30,50110256,663249.0238000007,84057.63250000012,485831.69329999975
2019-05-31,2019-05-31,50110256,711394.9775999992,80274.3815999999,459489.60890000017
2019-06-30,2019-06-30,50110256,721970.8811000002,66809.60300000003,436414.56309999985
