base_date,emd_cd,m70_resd_pop,m70_work_pop,m70_visit_pop
2018-01-31,2018-01-31,50110250,445276.05120000034,14894.290199999987,90850.82529999994
2018-02-28,2018-02-28,50110250,384319.5953999999,15145.23000000001,83372.33599999986
2018-03-31,2018-03-31,50110250,419091.0768000003,15149.391600000024,136002.40790000002
2018-04-30,2018-04-30,50110250,407912.2064999998,16139.046200000037,186627.55109999995
2018-05-31,2018-05-31,50110250,437688.9282999995,23214.008100000003,155017.86869999993
2018-06-30,2018-06-30,50110250,446235.6066999994,7668.802999999993,126889.5390000001
2018-07-31,2018-07-31,50110250,460721.297,12817.818599999997,154394.80799999993
2018-08-31,2018-08-31,50110250,475957.5456999999,22737.74289999999,150897.57629999993
2018-09-30,2018-09-30,50110250,441257.14530000015,13059.800699999993,138959.06400000013
2018-10-31,2018-10-31,50110250,438570.72679999983,9206.150399999993,172341.02889999992
2018-11-30,2018-11-30,50110250,424689.2178999993,21979.241799999996,140021.88090000022
2018-12-31,2018-12-31,50110250,448847.5638,20332.0095,123495.77729999996
2019-01-31,2019-01-31,50110250,472183.1982999998,15653.0315,136139.24260000017
2019-02-28,2019-02-28,50110250,436309.4294999996,23444.0712,128660.34320000002
2019-03-31,2019-03-31,50110250,528126.6613000002,10776.611599999998,154238.0924999998
2019-04-30,2019-04-30,50110250,477433.04580000014,22437.133400000024,160640.3263
2019-05-31,2019-05-31,50110250,506253.3644000003,14506.697499999986,156852.2474000001
2019-06-30,2019-06-30,50110250,458223.5073000003,29987.814200000037,165978.74529999995
2019-07-31,2019-07-31,50110250,523279.6876999995,15766.767699999984,135432.78019999998
2019-08-31,2019-08-31,50110250,519036.1689999997,13050.331000000002,153861.58250000002
2019-09-30,2019-09-30,50110250,484960.98920000007,17502.81139999999,123451.27629999998
2019-10-31,2019-10-31,50110250,504271.13839999953,8317.139699999987,139056.93540000025
2019-11-30,2019-11-30,50110250,462903.22939999966,14949.10309999999,130905.9135
2019-12-31,2019-12-31,50110250,475781.6366999997,14572.945700000002,133060.67670000016
2020-01-31,2020-01-31,50110250,498917.89410000003,9754.477300000004,97718.57160000002
2020-02-29,2020-02-29,50110250,470861.8783000001,10751.837299999983,102608.83610000015
2020-03-31,2020-03-31,50110250,525689.0973000005,24380.345500000007,110250.79
2020-04-30,2020-04-30,50110250,533139.8263000005,16859.1603,114693.59590000012
2020-05-31,2020-05-31,50110250,557313.1827999997,16552.22540000001,135809.3761000002
2020-06-30,2020-06-30,50110250,552631.4239,13407.73089999999,131857.7977999999
