base_date,emd_cd,f30_resd_pop,f30_work_pop,f30_visit_pop
2018-01-31,2018-01-31,50110250,493824.8477999994,15342.116400000012,267484.3647000004
2018-02-28,2018-02-28,50110250,455766.1907999999,6749.659900000001,202078.4104000002
2018-03-31,2018-03-31,50110250,451979.0260999997,5004.536599999997,265750.5453999998
2018-04-30,2018-04-30,50110250,435161.3296999996,41333.61529999999,344291.0664999995
2018-05-31,2018-05-31,50110250,451480.1993,54618.42749999999,449567.22919999965
2018-06-30,2018-06-30,50110250,470643.0789000003,54582.38420000008,251310.5663000001
2018-07-31,2018-07-31,50110250,467649.09509999986,45774.13009999995,315697.9874000002
2018-08-31,2018-08-31,50110250,475489.79610000004,18632.69679999999,319574.21240000025
2018-09-30,2018-09-30,50110250,457555.73050000006,26894.494400000007,274942.7928000005
2018-10-31,2018-10-31,50110250,502810.7155999999,47797.17880000004,306226.20509999944
2018-11-30,2018-11-30,50110250,506476.1109999998,39637.0178,157483.7952
2018-12-31,2018-12-31,50110250,521808.14560000005,33150.77090000005,150648.46849999996
2019-01-31,2019-01-31,50110250,497589.41329999996,13584.324299999991,248830.73819999976
2019-02-28,2019-02-28,50110250,449350.51390000014,11565.096800000014,236746.46850000028
2019-03-31,2019-03-31,50110250,449954.6354000007,3810.4453999999987,241117.3752000007
2019-04-30,2019-04-30,50110250,433140.59369999985,55506.733299999985,289730.38649999973
2019-05-31,2019-05-31,50110250,442983.89979999996,63297.50919999994,355700.1544999996
2019-06-30,2019-06-30,50110250,418257.2977999998,55980.64210000007,194043.84500000018
2019-07-31,2019-07-31,50110250,449252.8380999999,39750.11149999999,323912.8781000001
2019-08-31,2019-08-31,50110250,501214.99130000017,17570.697299999985,338123.1624999993
2019-09-30,2019-09-30,50110250,474163.56149999966,25448.523100000035,195366.19070000024
2019-10-31,2019-10-31,50110250,474258.12999999995,53361.79320000006,299918.2573000001
2019-11-30,2019-11-30,50110250,595656.6904000004,75850.25470000015,244450.7884000001
2019-12-31,2019-12-31,50110250,652151.7584999993,61500.492800000044,226945.50000000026
