base_date,emd_cd,m20_resd_pop,m20_work_pop,m20_visit_pop
2018-01-31,2018-01-31,50110250,578740.3126000001,69207.54549999993,449814.5308999997
2018-02-28,2018-02-28,50110250,528011.1416999993,65414.57229999998,396069.2135000005
2018-03-31,2018-03-31,50110250,555272.9475000001,54255.220800000025,428522.3351999998
2018-04-30,2018-04-30,50110250,549446.5136999999,78340.96750000001,410301.8815999998
2018-05-31,2018-05-31,50110250,546193.8794999998,64663.76030000003,397999.7247999997
2018-06-30,2018-06-30,50110250,521920.65019999887,65435.14039999999,549003.3151999994
2018-07-31,2018-07-31,50110250,578311.0029999999,71950.26980000002,694067.9968000011
2018-08-31,2018-08-31,50110250,575613.9291000001,92865.08110000007,652926.0136000005
2018-09-30,2018-09-30,50110250,547372.4314,61328.66739999993,464147.42129999964
2018-10-31,2018-10-31,50110250,531070.3974000004,65834.0649,397593.23020000075
2018-11-30,2018-11-30,50110250,498708.61079999985,61591.50199999992,379697.307
2018-12-31,2018-12-31,50110250,536820.1482999998,73936.74109999993,439824.9514999999
2019-01-31,2019-01-31,50110250,552946.7240000002,76962.81079999995,476292.7659999997
2019-02-28,2019-02-28,50110250,502597.9338999999,68913.97890000006,475244.03740000044
2019-03-31,2019-03-31,50110250,506822.57409999997,62202.28430000009,452731.4440999995
2019-04-30,2019-04-30,50110250,477173.17020000046,65862.6958999999,393520.8313000004
2019-05-31,2019-05-31,50110250,486332.6274000001,61740.7727999999,419826.6896999994
2019-06-30,2019-06-30,50110250,486630.8005999999,57117.32610000004,454277.13020000065
2019-07-31,2019-07-31,50110250,504107.26399999997,66725.5578,576874.3329999995
2019-08-31,2019-08-31,50110250,527675.5571999999,68576.1279000001,629217.348299999
2019-09-30,2019-09-30,50110250,493633.2457000002,56993.95249999996,410615.01510000014
2019-10-31,2019-10-31,50110250,513711.10349999997,48228.86889999999,429965.16499999946
2019-11-30,2019-11-30,50110250,521222.4051000005,57176.460600000035,383899.64230000007
2019-12-31,2019-12-31,50110250,526321.5602999995,54753.3172,470067.69730000047
2020-01-31,2020-01-31,50110250,531398.9220000003,66783.36819999994,492811.7988000003
2020-02-29,2020-02-29,50110250,516723.4259000003,62132.34129999998,360519.9111000008
2020-03-31,2020-03-31,50110250,544874.7293999995,60692.926499999965,396269.5303999992
2020-04-30,2020-04-30,50110250,535280.8808999999,57394.538699999925,370005.1875
2020-05-31,2020-05-31,50110250,537596.9707999993,54972.167,440009.7059999998
2020-06-30,2020-06-30,50110250,552302.1195999994,48556.25569999994,507062.02100000024
2020-07-31,2020-07-31,50110250,600825.9847,57018.44679999999,599360.4237999998
2020-08-31,2020-08-31,50110250,597708.7904999995,61410.37079999994,602198.6990000005
2020-09-30,2020-09-30,50110250,575286.4973000005,64141.57650000007,443671.8446000005
2020-10-31,2020-10-31,50110250,589695.6730000002,67568.33029999996,486822.49000000063
2020-11-30,2020-11-30,50110250,624098.8168999997,71287.34339999998,495475.93359999947
2020-12-31,2020-12-31,50110250,642738.782199999,78207.60629999998,412122.6231000001
2021-01-31,2021-01-31,50110250,710750.1767,69192.75019999998,401198.2481999999
2021-02-28,2021-02-28,50110250,671576.6602999996,55725.971700000024,488238.4407000002
2021-03-31,2021-03-31,50110250,657823.0337000007,63547.98070000008,512734.4935999996
2021-04-30,2021-04-30,50110250,623680.7551999995,71073.7880999999,573584.0799999995
2021-05-31,2021-05-31,50110250,631466.8573000004,75580.95980000004,583698.6942
2021-06-30,2021-06-30,50110250,657691.2201999999,69738.88230000013,651538.3900999998
2018-01-31,2018-01-31,50110253,975105.1098999997,142840.0249000001,1073194.4814999988
2018-02-28,2018-02-28,50110253,889254.0324999988,123771.10959999998,961448.0841999974
2018-03-31,2018-03-31,50110253,956139.3659000011,114818.18450000005,1049997.4633999993
2018-04-30,2018-04-30,50110253,968664.7494,145883.62700000012,938787.2467000013
2018-05-31,2018-05-31,50110253,1010100.8510000005,132166.93850000013,876297.1681999998
2018-06-30,2018-06-30,50110253,937983.0006999994,139630.54579999996,1171472.933999999
2018-07-31,2018-07-31,50110253,951153.6213000005,163618.33949999974,1297176.5217999988
2018-08-31,2018-08-31,50110253,1002389.1237999997,171199.06309999982,1295570.1014000017
2018-09-30,2018-09-30,50110253,898253.1262999998,139937.01890000005,1060150.2178000004
2018-10-31,2018-10-31,50110253,945217.1231999992,160874.3031999998,945903.0578999999
2018-11-30,2018-11-30,50110253,920555.0536,165221.09230000002,890627.0382999991
2018-12-31,2018-12-31,50110253,956650.9528000002,153226.24880000023,956720.575599999
2019-01-31,2019-01-31,50110253,979219.3108999993,140522.2548999999,1084521.5556000003
2019-02-28,2019-02-28,50110253,848262.2587000002,125126.39830000016,980311.4663000013
2019-03-31,2019-03-31,50110253,894675.4343999993,141656.7226999996,1025482.9070999997
2019-04-30,2019-04-30,50110253,884142.5168000016,166056.1428,907637.2288000019
2019-05-31,2019-05-31,50110253,917548.3348000002,168956.30279999983,947361.8986999983
2019-06-30,2019-06-30,50110253,896641.2092999999,158110.96040000013,1020216.9787999998
2019-07-31,2019-07-31,50110253,897771.496899999,135189.6404999999,1193758.1560999998
2019-08-31,2019-08-31,50110253,889335.6782999999,169325.91729999983,1315157.7631
2019-09-30,2019-09-30,50110253,798144.1685999988,158698.77220000012,965549.8336000007
2019-10-31,2019-10-31,50110253,859118.2394000004,168326.05730000007,962313.431399998
2019-11-30,2019-11-30,50110253,847484.7726000001,162529.88509999987,968326.4201999995
2019-12-31,2019-12-31,50110253,893292.5241000003,158796.21880000003,1095069.8375999993
2020-01-31,2020-01-31,50110253,875378.2663000004,132687.4957000001,1124854.692700003
2020-02-29,2020-02-29,50110253,875283.4307999995,129840.15169999991,884546.1462999992
2020-03-31,2020-03-31,50110253,907846.4775999999,151018.23,846588.1297000003
2020-04-30,2020-04-30,50110253,881018.0509999993,138161.80150000015,786654.6411999994
2020-05-31,2020-05-31,50110253,869160.997199999,132593.16249999974,913730.6697000011
2020-06-30,2020-06-30,50110253,807292.1476999995,141183.9799000001,962378.7609000006
2020-07-31,2020-07-31,50110253,831512.0804000004,145637.81850000008,1230572.0260999978
2020-08-31,2020-08-31,50110253,857435.772100001,152759.5682000003,1285803.4128999985
2020-09-30,2020-09-30,50110253,812487.7801999995,144314.76550000027,1043677.8965000008
2020-10-31,2020-10-31,50110253,851764.5383000002,137700.81240000002,1165681.8505999998
2020-11-30,2020-11-30,50110253,954588.7022999988,177730.65279999995,1270414.724999997
2020-12-31,2020-12-31,50110253,1057708.2370999998,181342.8236999999,1060273.9448999993
2021-01-31,2021-01-31,50110253,1079999.8442999998,159434.98240000015,1019234.8036000009
2021-02-28,2021-02-28,50110253,971368.8239000001,127343.04349999996,1140091.5538
2021-03-31,2021-03-31,50110253,1012057.1700999996,164814.33350000015,1315218.8152000005
2021-04-30,2021-04-30,50110253,1025231.4187000005,182200.98140000008,1223319.3527000016
