base_date,emd_cd,m30_resd_pop,m30_work_pop,m30_visit_pop
2018-01-31,2018-01-31,50110250,788536.4255,121145.49919999977,457957.34199999995
2018-02-28,2018-02-28,50110250,717744.7600999991,109563.28990000018,389321.49919999985
2018-03-31,2018-03-31,50110250,811585.4868999992,115001.5592,537876.5506000001
2018-04-30,2018-04-30,50110250,800911.6417999998,118366.17629999988,537881.2337
2018-05-31,2018-05-31,50110250,804054.3429000007,121494.37590000009,565646.6493000004
2018-06-30,2018-06-30,50110250,807221.4126000002,112958.44559999985,629954.8311999992
2018-07-31,2018-07-31,50110250,827546.9567999998,128311.63399999995,703317.6859000004
2018-08-31,2018-08-31,50110250,845154.4022000002,122569.26810000025,805676.3654000012
2018-09-30,2018-09-30,50110250,803437.7914999995,117991.91480000001,643213.4489999997
2018-10-31,2018-10-31,50110250,848857.8134999992,131046.77119999992,549921.1294000003
2018-11-30,2018-11-30,50110250,815783.3067,131909.57600000015,465767.0374999992
2018-12-31,2018-12-31,50110250,839846.4906000001,148685.1585999998,475194.9104000006
2019-01-31,2019-01-31,50110250,833843.1192999994,118117.45980000011,484468.29280000005
2019-02-28,2019-02-28,50110250,777826.6681999998,110451.53150000003,439221.42839999986
2019-03-31,2019-03-31,50110250,847365.6009999999,117717.04749999999,569818.2529999997
2019-04-30,2019-04-30,50110250,831807.4294,125891.0678000002,532174.7098999997
2019-05-31,2019-05-31,50110250,815355.7742999999,138335.64870000005,597834.9042000003
2019-06-30,2019-06-30,50110250,823974.644699999,127948.05549999999,635092.7011999999
2019-07-31,2019-07-31,50110250,852561.8836000001,140469.97429999989,687279.5959999997
2019-08-31,2019-08-31,50110250,879216.2170000002,126349.45059999997,798524.3642999995
2019-09-30,2019-09-30,50110250,808823.1825999998,124236.90480000003,565647.9183000003
2019-10-31,2019-10-31,50110250,833748.4104999999,124555.69240000013,582793.5652000002
2019-11-30,2019-11-30,50110250,796120.9264000005,127811.27560000023,505545.6898
2019-12-31,2019-12-31,50110250,823581.064899999,110650.76169999992,495034.3331999993
2020-01-31,2020-01-31,50110250,815264.7087000001,115231.50320000005,488477.19890000025
2020-02-29,2020-02-29,50110250,731456.1905000003,117006.0991999999,402061.6702999997
2020-03-31,2020-03-31,50110250,788203.9025999997,116646.4996,506037.1382000002
2020-04-30,2020-04-30,50110250,764563.3468000008,107627.94700000016,499700.89459999965
2020-05-31,2020-05-31,50110250,785733.6430999994,105535.57459999993,566412.2304999994
2020-06-30,2020-06-30,50110250,734974.0068999998,98228.78790000011,691034.4003000002
2020-07-31,2020-07-31,50110250,809377.2673999998,117760.83960000015,648540.3898000013
2020-08-31,2020-08-31,50110250,799924.0272000007,104633.77880000019,758589.7016999997
2020-09-30,2020-09-30,50110250,761022.2800000004,97522.31950000006,657637.0693000004
2020-10-31,2020-10-31,50110250,812300.2068000007,106852.82079999994,657340.7459999996
2020-11-30,2020-11-30,50110250,821852.8428999998,135535.15440000012,568810.9364000007
2020-12-31,2020-12-31,50110250,840324.3673999998,113432.50779999982,480015.80780000094
2021-01-31,2021-01-31,50110250,877424.4235999996,97436.47910000026,453431.7002000003
2021-02-28,2021-02-28,50110250,789563.1431000012,89063.45799999988,495335.3440999994
2021-03-31,2021-03-31,50110250,846282.7115000008,88883.50280000005,570726.1556999998
2021-04-30,2021-04-30,50110250,813354.5244999991,108427.27980000003,703470.4667000005
2021-05-31,2021-05-31,50110250,823189.5905000007,105897.08929999993,731083.2847999992
2021-06-30,2021-06-30,50110250,817543.8821000005,109405.6176999999,736423.8145000013
2018-01-31,2018-01-31,50110253,1408967.7901000008,228813.69809999948,1146987.8292999982
2018-02-28,2018-02-28,50110253,1241231.3181000003,186998.16110000014,988385.4593000007
2018-03-31,2018-03-31,50110253,1390015.267700001,206318.4114000002,1341866.8743000017
2018-04-30,2018-04-30,50110253,1337107.8875000014,232470.0257,1240759.6928
2018-05-31,2018-05-31,50110253,1354953.9913000008,246200.70449999993,1252038.2153999982
2018-06-30,2018-06-30,50110253,1343820.0862999994,222119.93699999957,1372195.8357000004
2018-07-31,2018-07-31,50110253,1362465.4046,219973.73160000044,1376479.5885000005
2018-08-31,2018-08-31,50110253,1379694.5935000002,228801.2272,1549746.6386000004
2018-09-30,2018-09-30,50110253,1336299.1982,201260.2861999996,1323135.4677000004
2018-10-31,2018-10-31,50110253,1399340.8302000004,224438.1401000003,1292410.5890000015
2018-11-30,2018-11-30,50110253,1372298.017599999,227666.2344000001,1175815.2996999985
2018-12-31,2018-12-31,50110253,1400397.5879,242662.86120000007,1178829.345
2019-01-31,2019-01-31,50110253,1417604.9439999987,216500.9214000001,1216587.3504999988
2019-02-28,2019-02-28,50110253,1218688.0421,169928.32320000004,1018839.5238999992
2019-03-31,2019-03-31,50110253,1368675.6962,209181.24989999973,1303180.2070000016
2019-04-30,2019-04-30,50110253,1323856.544800001,240088.71300000013,1224023.4099000006
2019-05-31,2019-05-31,50110253,1343021.5094000013,230632.1742000003,1274605.2534
2019-06-30,2019-06-30,50110253,1257673.9193999988,219587.30270000017,1315927.837499998
2019-07-31,2019-07-31,50110253,1273989.057600001,212225.50530000025,1343042.4994000003
2019-08-31,2019-08-31,50110253,1268052.8616000002,213634.55570000035,1538604.7630999994
2019-09-30,2019-09-30,50110253,1234092.4200000006,188980.77310000028,1193700.022700001
2019-10-31,2019-10-31,50110253,1286814.4286999996,206370.8218999998,1332452.8813999998
2019-11-30,2019-11-30,50110253,1254402.3109999998,216658.95490000022,1240495.3382000006
2019-12-31,2019-12-31,50110253,1279631.3802000012,212410.29830000032,1276132.432000002
2020-01-31,2020-01-31,50110253,1249250.3869999996,219279.89389999985,1180317.3017999998
2020-02-29,2020-02-29,50110253,1200457.029,215683.4239,984062.5586999994
2020-03-31,2020-03-31,50110253,1325742.6159000006,202920.44000000006,1049483.2211000016
2020-04-30,2020-04-30,50110253,1256836.5092999996,217076.44749999983,1071425.5292
