base_date,emd_cd,m80_resd_pop,m80_work_pop,m80_visit_pop
2018-01-31,2018-01-31,50110250,189754.44280000008,5660.507600000007,34563.47920000002
2018-02-28,2018-02-28,50110250,163777.84149999998,5781.280899999993,31723.38250000001
2018-03-31,2018-03-31,50110250,178595.71299999993,5758.166200000001,51710.399299999954
2018-04-30,2018-04-30,50110250,173831.83619999985,6158.678899999989,70903.79150000006
2018-05-31,2018-05-31,50110250,186521.18990000017,8836.066799999995,58929.38619999996
2018-06-30,2018-06-30,50110250,190163.35720000014,2924.1146999999987,48302.566099999975
2018-07-31,2018-07-31,50110250,196336.43750000006,4876.193600000007,58717.63349999999
2018-08-31,2018-08-31,50110250,202829.36550000028,8639.3421,57388.470800000025
2018-09-30,2018-09-30,50110250,188041.78630000018,4983.533299999996,52838.53789999999
2018-10-31,2018-10-31,50110250,186896.96879999994,3502.7091000000005,65545.96249999992
2018-11-30,2018-11-30,50110250,180981.36139999976,8356.037300000002,53246.66310000004
2018-12-31,2018-12-31,50110250,191276.4443,7752.981799999996,46998.295400000046
2019-01-31,2019-01-31,50110250,201220.9270999999,5973.731000000006,51774.207800000055
2019-02-28,2019-02-28,50110250,185933.31600000025,8940.532399999996,48905.061799999916
2019-03-31,2019-03-31,50110250,225061.2408,4108.363600000003,58668.27379999998
2019-04-30,2019-04-30,50110250,203458.14980000013,8528.470899999997,61073.05490000003
2019-05-31,2019-05-31,50110250,215739.93280000016,5510.384700000006,59668.530899999925
2019-06-30,2019-06-30,50110250,195272.0031000001,11383.776099999981,63157.29160000001
2019-07-31,2019-07-31,50110250,222995.70310000013,6010.623700000011,51500.139699999905
2019-08-31,2019-08-31,50110250,221187.32659999977,4982.192300000002,58507.08480000007
2019-09-30,2019-09-30,50110250,206666.1845999999,6671.162200000003,46969.64690000003
2019-10-31,2019-10-31,50110250,214895.2066999999,3172.7487000000037,52889.48580000002
2019-11-30,2019-11-30,50110250,316369.25330000016,8414.293799999998,71774.40960000007
2019-12-31,2019-12-31,50110250,325170.94629999966,8482.122000000001,73314.90650000004
2020-01-31,2020-01-31,50110250,340983.325,5471.708499999991,54101.87479999993
2020-02-29,2020-02-29,50110250,321808.5589,6080.596299999999,56601.92600000009
2020-03-31,2020-03-31,50110250,359279.99129999964,13307.400299999985,61633.66539999993
2020-04-30,2020-04-30,50110250,364372.1607000003,9451.825300000008,63794.70289999999
2020-05-31,2020-05-31,50110250,380893.33779999975,9039.57769999999,75385.83010000005
2020-06-30,2020-06-30,50110250,377693.6089000002,7681.259200000016,73081.60180000012
2020-07-31,2020-07-31,50110250,392258.84879999957,10392.188099999992,77449.78500000009
2020-08-31,2020-08-31,50110250,417423.1881000005,11142.397099999995,71610.31219999988
2020-09-30,2020-09-30,50110250,399878.80039999995,12842.800900000002,62820.21840000001
2020-10-31,2020-10-31,50110250,394870.5582999999,15846.03570000001,69377.43490000007
2020-11-30,2020-11-30,50110250,379097.97129999986,11755.328399999988,83939.0968000001
2020-12-31,2020-12-31,50110250,405995.9145000003,19441.332100000018,63921.94520000002
2021-01-31,2021-01-31,50110250,431343.2797000004,15054.698599999994,55204.36190000005
2021-02-28,2021-02-28,50110250,368960.9084000002,14447.395799999998,55246.83779999994
2021-03-31,2021-03-31,50110250,402153.04920000007,17829.8578,79275.3254999999
2021-04-30,2021-04-30,50110250,399183.0163999997,14146.572699999984,73473.9139000001
2021-05-31,2021-05-31,50110250,411769.5808000004,12710.207900000009,85215.2514
2021-06-30,2021-06-30,50110250,405317.3057999996,12489.865900000039,75079.65890000002
2018-01-31,2018-01-31,50110253,248367.91769999982,17104.901899999986,94307.61160000018
2018-02-28,2018-02-28,50110253,219506.5939999998,10419.483300000002,84004.05100000012
2018-03-31,2018-03-31,50110253,243836.5128999999,13049.427999999985,122668.87009999981
2018-04-30,2018-04-30,50110253,232724.9145999998,17318.4646,138137.11300000016
2018-05-31,2018-05-31,50110253,241757.8841999999,22588.509100000025,115342.20689999995
2018-06-30,2018-06-30,50110253,234849.90680000032,13857.190299999991,118576.84019999998
2018-07-31,2018-07-31,50110253,249198.5329999999,14633.345900000015,116249.4425000001
2018-08-31,2018-08-31,50110253,254706.8703000001,14977.611000000015,111412.52829999976
2018-09-30,2018-09-30,50110253,236990.40609999985,12301.186900000019,109313.13399999993
2018-10-31,2018-10-31,50110253,236284.67159999983,14800.362400000005,119686.09199999977
2018-11-30,2018-11-30,50110253,236157.0425000001,16524.038799999995,123868.41109999985
2018-12-31,2018-12-31,50110253,258690.03850000002,16780.89579999998,104112.87810000009
2019-01-31,2019-01-31,50110253,285031.0514000002,13755.27270000001,101507.82050000006
2019-02-28,2019-02-28,50110253,251109.39570000005,11538.2817,95416.31680000006
2019-03-31,2019-03-31,50110253,287088.09740000014,15415.421399999997,124601.63740000005
2019-04-30,2019-04-30,50110253,276963.1669,14911.911000000007,124643.26620000006
2019-05-31,2019-05-31,50110253,280762.16449999996,15454.881799999977,126086.96710000005
2019-06-30,2019-06-30,50110253,281945.6011999998,15118.840699999988,107465.37109999997
2019-07-31,2019-07-31,50110253,302077.0898999998,14454.064800000007,106903.85199999996
2019-08-31,2019-08-31,50110253,294329.2169000001,15754.247100000013,112669.52739999989
2019-09-30,2019-09-30,50110253,274572.6909999998,12733.751099999998,109648.3496
2019-10-31,2019-10-31,50110253,285692.2905000003,18594.467099999987,118820.41950000003
2019-11-30,2019-11-30,50110253,464610.7665999997,31047.280099999993,170220.12510000006
2019-12-31,2019-12-31,50110253,518447.91069999925,19758.248100000026,150369.8136999999
2020-01-31,2020-01-31,50110253,520007.80119999964,19550.907200000012,143562.26680000027
2020-02-29,2020-02-29,50110253,496123.51369999995,20710.918499999985,123591.88450000013
2020-03-31,2020-03-31,50110253,531648.5803000006,35327.411300000014,125615.08470000006
2020-04-30,2020-04-30,50110253,517549.4102000007,30344.746199999998,131050.47100000003
2020-05-31,2020-05-31,50110253,539381.2848000004,26777.377300000007,150581.66730000006
2020-06-30,2020-06-30,50110253,529111.5681999999,24758.744199999976,154560.7815000001
2020-07-31,2020-07-31,50110253,577073.0680000002,27961.22949999997,158830.07429999977
2020-08-31,2020-08-31,50110253,587919.6730000004,34167.27759999998,161422.20439999996
2020-09-30,2020-09-30,50110253,570091.7601999997,26218.764499999965,159997.67219999977
2020-10-31,2020-10-31,50110253,598546.6501,24119.384299999998,172340.3197
2020-11-30,2020-11-30,50110253,569269.8512999993,28662.596900000048,187600.39180000036
2020-12-31,2020-12-31,50110253,628798.5629999998,38222.49029999998,150996.37280000042
2021-01-31,2021-01-31,50110253,658332.8089999997,31770.266799999976,124641.1680999999
2021-02-28,2021-02-28,50110253,593917.0461000004,26847.807499999984,135543.64090000023
2021-03-31,2021-03-31,50110253,635088.8096999999,27457.948199999984,182327.2396000001
2021-04-30,2021-04-30,50110253,607152.7747999994,32468.02279999999,190679.15859999988
